,App,Size,Price,user_rating,Ratings,cont_rating,Genre,language
5281,Fix My Car: Classic Muscle Mods Mechanic - Junkyard Blitz!,102511616,1.99,26,4.5,4+,Games,11
5282,Animately - Live Wallpapers,26862592,1.99,233,1.5,4+,Entertainment,1
5283,おやじが跳ぶ,22475776,0.0,0,0.0,4+,Games,2
5284,ナイトメアハーレム 女性向け恋愛ゲーム！乙女げーむ,118202368,0.0,0,0.0,17+,Games,1
5285,Wooden Block Puzzle - Wood jigsaw fit 1010 matrix,50578432,0.0,44237,4.5,4+,Games,1
5286,競馬予想 アプリ！馬券予想で収支アップ！競馬 jra 攻略！,4947968,0.0,0,0.0,17+,Entertainment,31
5287,Ice Road Trucker Parking Simulator 2 a Real Monster Truck Car Park Racing Game,230511616,0.0,228,4.5,4+,Games,1
5288,Pop The Circle!,175391744,0.0,304,4.0,4+,Games,23
5289,Pocket Rush,386605056,0.0,85,4.0,12+,Games,9
5290,Golf Island,78748672,0.0,702,4.5,4+,Games,1
5291,金钱谷软件-活期手机金融投资理财平台!,19781632,0.0,0,0.0,4+,Finance,2
5292,Cookie Cats - a singing puzzle adventure,173197312,0.0,3687,5.0,4+,Games,30
5293,AirParrot Remote,20189184,7.99,17,2.5,4+,Photo & Video,1
5294,FixYou-無料でチャットトークができるSNSマッチングアプリ,44669952,0.0,0,0.0,17+,Social Networking,2
5295,FINAL FANTASY BRAVE EXVIUS,108917760,0.0,28187,4.5,12+,Games,1
5296,Stickman Forest Swing,89943040,0.0,18,3.5,4+,Games,1
5297,No Limit Racer,65764352,0.0,40,3.5,4+,Games,1
5298,Dream Defense,237266944,0.0,432,4.5,12+,Games,1
5299,لغز الماضي - اربع اجزاء,313783296,1.99,11,4.0,4+,Games,1
5300,Simulator Hoverboard,66310144,0.0,2198,2.0,4+,Games,1
5301,WordWhizzle,68079616,0.0,56054,4.5,4+,Games,1
5302,Delish Eatmoji Keyboard,29717504,0.0,154,2.5,4+,Food & Drink,1
5303,minimize,67985408,2.99,37,4.0,4+,Games,10
5304,花札Online,209218560,0.0,0,0.0,12+,Games,1
5305,Pokémon Duel,184539136,0.0,7868,3.5,4+,Games,2
5306,Blitzrechnen 2. Klasse - Mathe lernen in der Grundschule mit Klett nach dem offiziellen Lehrplan,400217088,3.99,0,0.0,4+,Education,1
5307,Summer Vacation - Fun at the Beach,95689728,0.0,144,4.0,4+,Games,11
5308,Custom Cam,17545216,1.99,5,1.5,4+,Photo & Video,1
5309,Soundtrack Attack - Steven Universe Rhythm Runner,775102464,0.0,1872,4.0,9+,Games,1
5310,The Walking Dead: Michonne - A Telltale Miniseries,904699904,4.99,303,3.0,17+,Games,1
5311,Dot Empires,110882816,0.0,47,2.5,9+,Games,1
5312,CelebrityCamera!,13538304,0.0,0,0.0,4+,Entertainment,2
5313,"I, Viking",506650624,0.0,447,4.5,12+,Games,7
5314,Mekorama,9348096,0.0,8157,4.5,4+,Games,1
5315,Save Dan,515490816,0.0,571,4.0,12+,Games,1
5316,Asterix and Friends,167136256,0.0,219,4.5,9+,Games,12
5317,Oh She Glows - Healthy Plant-Based Recipes,69006336,1.99,764,5.0,4+,Food & Drink,1
5318,Mystery Case Files: Key To Ravenhearst - A Mystery Hidden Object Game (Full),1151292416,6.99,134,4.5,9+,Games,5
5319,Droppy Balls!,34074624,0.0,791,4.5,4+,Games,1
5320,Redemption Cemetery: Clock of Fate - A Mystery Hidden Object Game (Full),1286004736,6.99,53,4.0,9+,Games,5
5321,Off the Record: Liberty Stone - A Mystery Hidden Object Game (Full),783089664,6.99,57,4.0,9+,Games,5
5322,【難問謎解き】ねこ神様はクイズ好き？,73467904,0.0,0,0.0,4+,Book,1
5323,永生劫 — 单机回合仙侠RPG,138480640,0.0,13,5.0,12+,Games,2
5324,Wizard Swipe,59842560,0.0,226,4.5,4+,Games,1
5325,Build Away! - Idle City Game,162522112,0.0,3065,4.5,4+,Games,12
5326,Subliminal Realms: The Masterpiece HD - A Hidden Object Mystery (Full),1043179520,6.99,115,4.5,9+,Games,4
5327,Busy Water,98591744,3.99,13,3.5,4+,Education,6
5328,Final Cut: Fame Fatale - A Hidden Object Adventure (Full),890288128,6.99,57,3.5,9+,Games,5
5329,Pixomatic - layer based photo editor,117997568,4.99,1396,4.5,12+,Photo & Video,12
5330,Circle Affinity,46349312,0.0,140,4.5,9+,Games,1
5331,LOUD on Planet X,761393152,2.99,23,3.0,12+,Games,1
5332,理财咖(管家版)-金融投资理财产品多样的手机理财工具!,17540096,0.0,0,0.0,4+,Finance,2
5333,Pug's Quest,163494912,2.99,38,4.0,12+,Games,1
5334,Arcadecraft,150849536,0.99,21,3.5,9+,Games,1
5335,Romwe shopping- Fashion Clothing for women,38983680,0.0,8558,5.0,4+,Shopping,4
5336,Brick Rage - Not for the Weak Heart,88905728,0.0,108,4.0,4+,Games,3
5337,ねことダンボール,165396480,0.0,0,0.0,9+,Games,1
5338,Garfield: My BIG FAT Diet,294095872,0.0,236,4.0,4+,Games,11
5339,Jumping Balls!,151495680,0.0,225,4.0,4+,Games,21
5340,VPN Pro | Lifetime Proxy & Best VPN by Betternet,12062720,49.99,207,4.5,4+,Business,1
5341,Qu'est-ce que je sais vraiment ?,17957888,0.0,0,0.0,4+,Entertainment,1
5342,Heavy Metal Tennis Training,64642048,0.0,107,3.0,9+,Games,1
5343,Fire and Fury: English Civil War,282439680,1.99,5,4.0,12+,Games,1
5344,FabFocus - portraits with depth and bokeh,83113984,3.99,244,4.0,4+,Photo & Video,9
5345,The Curio Society: Eclipse over Mesina HD - A Hidden Object Mystery (Full),1543919616,6.99,71,4.0,9+,Games,5
5346,Stack,115195904,0.0,69368,4.5,4+,Games,1
5347,WKC Dog Show 2017,15362048,0.0,30,2.5,17+,Sports,1
5348,Iron Mission- classic arcade shoot'em up,165141504,0.0,14,3.0,9+,Games,3
5349,美播 - 玩不尽的真人游戏,248061952,0.0,1,5.0,17+,Social Networking,2
5350,烈焰王座-称霸魔法帝国的策略游戏,74121216,0.0,0,0.0,9+,Games,2
5351,ナニワ金融道　全巻無料のマンガアプリ,38322176,0.0,1,4.0,17+,Book,1
5352,ねこあわせ。,19578880,0.0,0,0.0,4+,Games,2
5353,こっち見んなwww,15789056,0.0,0,0.0,4+,Games,2
5354,マイにゃんカフェ,98841600,0.0,0,0.0,4+,Games,7
5355,Police Chase Race,172044288,0.0,59,4.0,4+,Games,23
5356,Galaxy Reavers-Space Strategy game(RTS),402762752,0.0,2778,4.5,4+,Games,7
5357,Barbie Dreamtopia - Magical Hair,471601152,0.0,1079,4.5,4+,Entertainment,9
5358,Furniture Mod PE,34369536,1.99,63,1.5,4+,Games,1
5359,One Tap Tennis,125418496,0.0,779,4.0,4+,Games,12
5360,Stack the States® 2,157441024,2.99,158,4.5,4+,Education,1
5361,Cops - On Patrol,539533312,0.0,151,3.5,4+,Games,1
5362,Animation Throwdown: The Quest for Cards,358231040,0.0,18141,4.5,17+,Games,1
5363,謎解き赤い封筒,73730048,0.0,0,0.0,9+,Book,1
5364,Live Wallpapers & Themes Free - Moving Backgrounds,73891840,0.0,708,4.5,4+,Lifestyle,11
5365,"When you clear one,million yen CHANCE!!",43370496,0.0,0,0.0,17+,Games,1
5366,Tennis Club Story,194174976,4.99,22,4.5,4+,Games,1
5367,Stretch Dungeon,111543296,0.0,1087,4.0,9+,Games,1
5368,PAW Patrol Pups Take Flight HD,361667584,4.99,59,3.0,4+,Education,1
5369,PAW Patrol Pups Take Flight,361182208,2.99,15,1.5,4+,Education,1
5370,Drive Simulator 2016,190241792,1.99,19,4.5,4+,Games,1
5371,Bouncing Ball 2,101236736,0.0,128,4.0,4+,Games,1
5372,Risky Road,122281984,0.0,4226,4.5,4+,Games,1
5373,Hovercraft: Takedown - Custom Combat Cars,123773952,0.0,15290,4.5,9+,Games,12
5374,どうして私じゃダメなの？,45325312,0.0,0,0.0,4+,Games,1
5375,Suppin Detective: Expose their true visage!,83026944,0.0,0,0.0,12+,Entertainment,1
5376,Car Factory Parking Simulator a Real Garage Repair Shop Racing Game,221317120,0.0,253,4.0,4+,Games,1
5377,NCIS: Hidden Crimes,118456320,0.0,4222,4.5,12+,Games,10
5378,Google Trips – Travel planner,55794688,0.0,329,3.0,4+,Travel,1
5379,Immortal Love: Letter From The Past Collector's Edition - A Magical Hidden Object Game (Full),1121930240,6.99,82,4.0,9+,Games,4
5380,Logic Traces,89832448,0.0,228,4.5,4+,Games,1
5381,Sable Maze: Twelve Fears HD - A Mystery Hidden Object Game (Full),1254215680,6.99,83,3.0,9+,Games,3
5382,AI • Scry: a remote viewing application powered by an alien psyche.,17954816,0.99,17,3.0,4+,Entertainment,1
5383,ThemeKit,97818624,1.99,452,3.5,4+,Utilities,1
5384,[GP]アナザーゴッドハーデス-奪われたZEUSver.-(パチスロゲーム),199159808,0.0,0,0.0,12+,Games,1
5385,Anitore EX ～Let's train together！～,133673984,4.99,0,0.0,9+,Health & Fitness,1
5386,壊して！無限ドリルランド,29508608,0.0,0,0.0,4+,Games,2
5387,Handbrake Valet,66203648,0.0,1187,4.0,4+,Games,1
5388,彼女の涙が僕を人間にした,69035008,0.0,0,0.0,12+,Games,1
5389,INKS.,375656448,1.99,2869,4.5,4+,Games,1
5390,Ominous Objects: Trail of Time HD (Full),1030500352,6.99,34,3.5,9+,Games,3
5391,Dark Dimensions: Shadow Pirouette HD - A Scary Hidden Object Game (Full),1217041408,6.99,86,3.0,9+,Games,3
5392,Sheenoji - The Charlie Sheen Keyboard,48333824,0.99,18,3.5,17+,Entertainment,1
5393,Wildfulness - Unwind in nature and calm your mind,109873152,2.99,70,4.0,4+,Health & Fitness,6
5394,Escape Game : Escape from Okinawa,36832256,0.0,2,5.0,4+,Games,2
5395,脱出ゲーム 心霊学校からの脱出,487715840,0.0,0,0.0,12+,Games,1
5396,【負けるが勝ち？】少数派に入れば勝利の7Beget,21757952,0.0,0,0.0,17+,Games,1
5397,Multiplayer for Minecraft PE Server Pocket Edition,32445440,1.99,917,4.5,4+,Entertainment,26
5398,The Enchanted Books,195170304,2.99,119,4.5,4+,Games,1
5399,CITB MAP HS&E test 2016,24210432,5.99,0,0.0,12+,Education,1
5400,CITB op/spec HS&E test 2016,24169472,5.99,0,0.0,12+,Education,1
5401,NEO TURF MASTERS,53506048,2.99,96,4.5,4+,Games,10
5402,Pugmoji sticker keyboard by The BatPug,61099008,1.99,76,3.5,4+,Utilities,1
5403,SkillTwins Football Game,192502784,0.0,332,4.5,4+,Games,1
5404,Haunted Legends: The Secret of Life - A Mystery Hidden Object Game (Full),1317195776,6.99,69,4.5,9+,Games,5
5405,Tiny Sea Adventure,92748800,0.0,87,3.5,4+,Games,1
5406,Bumper Jump,54568960,0.0,166,4.5,4+,Games,4
5407,Win the White House,437022720,0.0,123,3.5,4+,Education,1
5408,Wellbeyond Meditation for Kids,68709376,0.0,36,4.0,4+,Health & Fitness,1
5409,Benzomoji,9922560,0.99,22,5.0,12+,Entertainment,1
5410,Vetmoji,10045440,1.99,40,3.0,4+,Entertainment,1
5411,Justmoji,11343872,1.99,914,5.0,9+,Entertainment,1
5412,Vector 2,272344064,0.0,554,4.5,9+,Games,1
5413,Mods for Pc & Addons for Minecraft Pocket Edition,33801216,1.99,2419,4.5,4+,Entertainment,26
5414,GhostCodes - a discovery app for Snapchat,54652928,0.0,1313,4.5,12+,Social Networking,1
5415,Evil Dead: Endless Nightmare,259914752,0.0,171,4.5,17+,Games,1
5416,Lemon Lumberjack's Letter Mill,155712512,0.0,34,4.5,4+,Education,1
5417,KleptoCats,391116800,0.0,13300,4.5,4+,Games,1
5418,僕の妹が死んだ。,83909632,0.0,0,0.0,9+,Games,2
5419,Monster Busters: Link Flash,125476864,0.0,42,4.5,4+,Games,1
5420,Dog Mendonca,534096896,4.99,24,3.5,12+,Games,6
5421,Les Anges,58943488,0.0,0,0.0,17+,Entertainment,2
5422,Sudoku Pro Edition,8185856,2.99,56,3.5,4+,Games,2
5423,Leap Day,196566016,0.0,3763,4.5,4+,Games,1
5424,Walls & Balls,113096704,0.0,110,4.0,4+,Games,9
5425,Note Rush: Learn Music Sight Reading + Piano Notes,224086016,3.99,45,4.5,4+,Games,1
5426,ROMANCING SAGA 2,356268032,17.99,58,4.0,12+,Games,1
5427,Teeter – Endless Arcade Balancer,112320512,0.0,50,4.0,4+,Games,8
5428,RPG 偽りの物語 / ドット絵ロールプレイングゲーム,237879296,0.99,0,0.0,4+,Games,1
5429,Fake Message - Make a fake lock screen,7939072,0.99,6,3.0,4+,Entertainment,4
5430,Gravity Square!,151777280,0.0,58,2.5,4+,Games,1
5431,My Town : School,406969344,2.99,138,4.0,4+,Entertainment,1
5432,Black Hole Joyrider,30263296,0.99,8,2.5,4+,Games,22
5433,Mersenne Melodic Percussion Synthesizer,5267456,5.99,17,4.5,4+,Music,1
5434,Letter Soup - Word Game,88837120,0.0,18358,4.5,4+,Games,1
5435,金のフレーズ 〜「新TOEIC®TEST 出る単特急 金のフレーズ」収録 〜,85052416,4.99,0,0.0,4+,Education,2
5436,Figure Skater - Girls Makeup & Dressup Salon Game,90331136,1.99,6,5.0,4+,Games,1
5437,脳トレ物理パズル【キタコレ！】～IQの限界に挑めるパズルゲーム～ktkr,173859840,0.0,0,0.0,4+,Games,5
5438,Folioscope,19379200,0.0,339,4.5,12+,Entertainment,14
5439,Fear the Walking Dead: Dead Run–Tactical Runner,835548160,0.0,2533,4.5,17+,Games,1
5440,Journey of 1000 Stars,29959168,1.99,22,4.5,4+,Games,1
5441,Versus Run,213704704,0.0,766,4.5,4+,Games,1
5442,Puzzlepops!,132981760,1.99,19,5.0,4+,Games,7
5443,Shopping Mall Car Parking Simulator a Real Driving Racing Game,203485184,0.0,205,4.0,4+,Games,1
5444,Alchemic Maze,65435648,2.99,17,5.0,4+,Games,1
5445,Card Wars Kingdom - Adventure Time,997171200,0.0,4283,3.5,12+,Games,10
5446,DreamWorks Friends - get ready for the day!,185370624,1.99,17,5.0,4+,Education,1
5447,Chameleon Run,93931520,1.99,4580,4.5,4+,Games,1
5448,Minescape,79834112,0.0,84,3.5,4+,Games,1
5449,King of Avalon: Dragon Warfare,191580160,0.0,3326,4.0,9+,Games,33
5450,鬼畜三国-红将觉醒,213086208,0.0,0,0.0,12+,Games,0
5451,轩辕剑叁外传之天之痕-正版经典仙侠授权,831783936,0.0,0,0.0,12+,Games,1
5452,Crazy Truck!,79053824,0.0,14,4.0,4+,Games,1
5453,live.ly - live video streaming,143863808,0.0,4145,3.5,12+,Social Networking,21
5454,Final Kick VR - Virtual Reality free soccer game for Google Cardboard,218329088,0.0,18,4.0,4+,Games,1
5455,Train Kit,32340992,2.99,66,4.0,4+,Games,9
5456,Crypt of the NecroDancer Pocket Edition,1180269568,4.99,247,4.5,12+,Games,11
5457,Hackers - Join the Cyberwar!,248681472,0.0,1759,4.5,9+,Games,1
5458,Disney Princess: Charmed Adventures,617468928,0.0,164,3.5,4+,Entertainment,1
5459,Guild of Dungeoneering,377589760,5.99,1232,4.5,12+,Games,1
5460,Oz: Broken Kingdom™,955086848,0.0,4074,4.5,12+,Games,17
5461,SLAAAASH ! -Cut and Smash ! refreshing Puzzle-,47260672,0.0,1,5.0,4+,Games,2
5462,Hex Crush!,138152960,0.0,1202,4.5,4+,Games,2
5463,Bernie Sandwiches - Run For The White House,46030848,0.0,472,4.5,4+,Games,1
5464,【ひっぱりパズル】ズキュ〜〜〜〜ン！,85823488,0.0,0,0.0,4+,Games,2
5465,君にはクリアできませんよ,6600704,0.0,0,0.0,4+,Games,2
5466,ほぼ無理ゲー,21790720,0.0,0,0.0,4+,Games,1
5467,五目並べ - オンライン対戦搭載！,48455680,0.0,0,0.0,4+,Games,3
5468,YO-KAI WATCH Wibble Wobble,77443072,0.0,4275,4.5,4+,Games,5
5469,Room Escape [SECRET CODE 2],68177920,0.0,20,5.0,4+,Games,2
5470,香哈菜谱-最专业的家常菜谱大全 无广告版,42312704,0.99,0,0.0,17+,Food & Drink,1
5471,謎解き,16080896,0.0,0,0.0,4+,Book,1
5472,Smash Slots,113942528,0.0,663,4.5,12+,Games,1
5473,Escape from the ICU room.,96123904,0.0,5,4.0,12+,Games,1
5474,Moorish Kingdom,713567232,2.99,33,4.0,12+,Games,1
5475,"Collageable - Photo Collage Maker, Pic Grid Free",90942464,0.0,5112,4.5,4+,Photo & Video,11
5476,Camping With Grandpa,110712832,2.99,25,3.5,4+,Education,1
5477,Blocs Wave - Make & Record Music,70608896,0.0,158,4.0,4+,Music,1
5478,Snail Bob 2,611215360,0.0,276,4.5,4+,Games,21
5479,Curvulate,22950912,0.0,43,4.0,4+,Games,1
5480,Fran Bow Chapter 1,114072576,1.99,57,3.5,12+,Games,1
5481,Jottit,72340480,0.0,14,2.0,4+,Productivity,1
5482,Dark Tales: Edgar Allan Poe’s The Tell-tale Heart - A Hidden Object Mystery (Full),871531520,6.99,61,3.0,9+,Games,4
5483,FarmVille: Tropic Escape - Harvest in Paradise,204402688,0.0,16457,4.5,4+,Games,15
5484,Able Black,312574976,1.99,876,5.0,12+,Games,1
5485,SKATEmoji - Keyboard,24901632,1.99,14,3.5,17+,Utilities,1
5486,CUBE 360°　～想像力×知能×反射神経～,22441984,0.0,0,0.0,9+,Games,16
5487,勘違い探し（俺のこと・・・）,32477184,0.0,0,0.0,12+,Games,16
5488,Pythonista 3,506323968,9.99,180,5.0,4+,Productivity,1
5489,秒速で1億円 貢ぐ男　～美女キャラ集結！from ギャングロード JOKER～,72392704,0.0,0,0.0,17+,Games,1
5490,MineSweeper　マインスイーパ無料,8053760,0.0,0,0.0,4+,Games,1
5491,銀魂 公式連載アプリ〜銀魂の漫画が毎週１巻読めるアプリ〜,39901184,0.0,1,1.0,4+,Book,1
5492,ZEDGE™ Wallpapers,61203456,0.0,2215,3.5,12+,Entertainment,12
5493,Cool Jigsaw Puzzles,342103040,0.0,63,4.0,4+,Games,1
5494,Gravity Switch,43257856,0.0,1405,4.5,4+,Games,1
5495,Disney LOL,59685888,0.0,1259,4.0,4+,Entertainment,1
5496,Flappy Bird : original version !,7298048,0.0,516,4.5,4+,Games,1
5497,Fireboy and Watergirl: Online in the Forest Temple - Multiplayer Running and Adventure Game,108116992,0.0,3965,3.5,4+,Games,1
5498,Twisty Arrow - Shoot the Circle Wheel,80547840,0.0,4440,4.5,4+,Games,1
5499,Wonder Keyboard: Sound Smart & Funny with AI,71102464,0.0,375,4.5,9+,Utilities,1
5500,CHINGOJI,21342208,0.99,58,3.0,4+,Entertainment,1
5501,Mixed Macho Arts,65502208,0.99,9,3.0,12+,Games,1
5502,Goosebumps Night of Scares.,345457664,2.99,20,4.5,12+,Games,1
5503,ST channel ［エスティーチャンネル］- 雑誌『セブンティーン』公式アプリ,73465856,0.0,0,0.0,4+,News,2
5504,Live Wallpapers Pro by Themify - Dynamic Animated Themes and Backgrounds,24157184,2.99,154,4.0,4+,Entertainment,11
5505,国金宝理财-15%年化收益的金融投资赚钱软件,48665600,0.0,0,0.0,17+,Finance,1
5506,Puzzle Monster Quest - New MultiPlayer,1125521408,0.0,894,4.5,9+,Games,1
5507,BlockyTime - Track your time no need to Start/Stop,11595776,1.99,9,5.0,4+,Productivity,5
5508,Ball Escape!,131479552,0.0,48,3.0,4+,Games,1
5509,Loop Mania,67451904,0.0,534,4.5,4+,Games,1
5510,Independence Day Resurgence: Battle Heroes,275680256,0.0,523,4.0,9+,Games,1
5511,ひとほろぼし,44026880,0.0,0,0.0,12+,Games,1
5512,VR HORROR,107664384,0.0,241,3.5,12+,Games,1
5513,Maps for Minecraft PE (Mine Maps for Pocket Edition),11220992,1.99,134,3.0,9+,Entertainment,1
5514,Plummet Dash,24740864,0.0,194,4.0,4+,Games,1
5515,Unstoppable: Highway Truck Racing Game,132173824,2.99,13,3.5,12+,Games,1
5516,Surface: Return to Another World - A Hidden Object Adventure (Full),649999360,6.99,82,4.5,9+,Games,5
5517,KINGDOM HEARTS Union χ[Cross],82377728,0.0,2984,4.0,4+,Games,1
5518,Boooom!! -たった1発で爆破できますか？-,14064640,0.0,0,0.0,4+,Games,2
5519,Dancing with the Stars: The Official Game,350794752,0.0,1098,4.0,4+,Games,1
5520,High School Crush - My First Love,228554752,0.0,2003,4.5,9+,Games,11
5521,大根にしがみつく女子高生,93810688,0.0,10,5.0,9+,Games,1
5522,LEGO® DC Super Heroes Mighty Micros,164455424,0.0,172,4.0,4+,Games,1
5523,-The 穴通し3D- 君の記憶力x反射神経を問う! ～Mr.CURVEからの挑戦状 ～,147915776,0.0,0,0.0,4+,Games,1
5524,Scotmoji - Scottish emoji-stickers!,67978240,0.99,53,2.0,12+,Utilities,1
5525,Snakebird,124343296,0.0,401,3.5,4+,Games,1
5526,Glasmoji - Glasgow emoji-stickers,66552832,0.99,1,3.0,12+,Utilities,1
5527,Mancmoji - Manchester emoji-stickers!,71414784,0.99,0,0.0,12+,Utilities,1
5528,Scousemoji - Liverpool emoji-stickers,66212864,0.99,0,0.0,12+,Utilities,1
5529,Labyrinths of the World: Changing the Past HD - A Mystery Hidden Object Game (Full),1469082624,6.99,76,4.5,9+,Games,5
5530,おかず甲子園,199826432,0.0,0,0.0,4+,Games,1
5531,Move the Match - Matchstick Puzzles for Free,35869696,0.0,441,4.0,4+,Games,10
5532,女性向けまとめ読みアプリ - pool（プール）-,89447424,0.0,0,0.0,17+,Lifestyle,2
5533,イケメン革命◆アリスと恋の魔法 恋愛ゲーム,92517376,0.0,0,0.0,12+,Games,1
5534,"Please,Dad. I wanna live.　おとうさん、おねがい。わたし生きたいよ。",73361408,0.0,0,0.0,12+,Games,1
5535,Sloomy,76509184,0.0,241,4.5,4+,Games,1
5536,Warp Shift,342428672,0.0,1178,4.5,4+,Games,16
5537,Sausage Legend - Fighting Game,130111488,0.0,90,4.5,9+,Games,10
5538,Brio - Don’t Fall!,41423872,0.0,56,3.5,4+,Games,11
5539,Ridiculous Parking Simulator a Real Crazy Multi Car Driving Racing Game,331473920,0.0,43,4.0,4+,Games,1
5540,TAP BRAIN - 1日5分の計算で頭が良くなるゲーム,44122112,0.0,0,0.0,4+,Games,1
5541,Akuarella,99978240,1.99,7,5.0,17+,Photo & Video,2
5542,Tap Hero,26119168,0.0,1444,4.5,12+,Games,1
5543,War Tortoise,407088128,0.0,10555,5.0,12+,Games,1
5544,Emoji Blitz,15467520,0.0,999,4.0,4+,Games,1
5545,Dash Heroes,57469952,0.0,2,4.5,4+,Games,5
5546,Batman v Superman: Who Will Win,194196480,0.0,314,3.0,9+,Games,1
5547,Solitaire Free: card games for adults,34105344,0.0,4891,4.5,4+,Entertainment,2
5548,Dumb Ways JR Boffo's Breakfast,92313600,1.99,31,3.5,4+,Education,1
5549,謎トレ 謎解き脳トレーニング,6176768,0.0,0,0.0,4+,Book,1
5550,脱出ゲーム　海底神殿からの脱出,155508736,0.0,0,0.0,4+,Games,1
5551,热血超人-二次元卡牌游戏,732598272,0.0,0,0.0,9+,Games,1
5552,斗地主·大全-2017年最受欢迎的精品棋牌游戏合集,83053568,0.0,0,0.0,17+,Games,1
5553,Smart Baby Sorter HD - Early Learning Shapes and Colors / Matching and Educational Games for Preschool Kids,16807936,2.99,5,4.5,4+,Games,2
5554,Disco Dave,93434880,0.0,444,4.5,4+,Games,1
5555,Blair's Fashion Boutique - School Style,112493568,0.0,299,4.5,4+,Games,2
5556,Puppy Life - Secret Pet Party,195533824,0.0,343,4.0,4+,Games,11
5557,MuvaMoji by Amber Rose,73638912,1.99,2061,4.5,17+,Entertainment,1
5558,The Bad Man Tipster - Betting Tips,51968000,0.0,0,0.0,17+,Entertainment,1
5559,企业微信,139163648,0.0,7,2.5,4+,Business,2
5560,Cheats for FNAF World - Unlock every ending and beat the game with ease!,65344512,2.99,84,4.0,12+,Reference,1
5561,Phantasmat: The Dread of Oakville - A Mystery Hidden Object Game (Full),1021167616,6.99,71,4.5,9+,Games,4
5562,Myths of the World: The Whispering Marsh - A Mystery Hidden Object Game (Full),912822272,6.99,65,4.5,9+,Games,5
5563,Best 9 for Instagram,27278336,0.0,88,1.0,4+,Photo & Video,1
5564,Brain Block -脳トレ分解パズル-,99194880,0.0,0,0.0,4+,Games,1
5565,Keyboard PE - Custom keyboard for Modded Pocketmine Servers of Minecraft PE,22332416,1.99,7,1.5,4+,Utilities,1
5566,Escape Game: Relief,42011648,0.0,49,5.0,4+,Games,2
5567,タップモンスター◆タップだけの簡単本格RPG/タプモン,201381888,0.0,0,0.0,9+,Games,1
5568,Monster Raid™,365371392,0.0,116,4.0,9+,Games,8
5569,Buddyman Run － keep running!,278796288,0.0,762,4.5,9+,Games,4
5570,Stickman Cubed,109913088,0.0,47,4.5,4+,Games,1
5571,Rising Warriors: War Games - The New Order,51471360,0.0,541,3.5,9+,Games,1
5572,Vintage Slots Las Vegas - Old Slot Machine Games!,69826560,0.0,1474,5.0,12+,Games,31
5573,Сluster Traffic: Parkour Trucks Pro,162976768,0.99,4,3.5,4+,Games,1
5574,Lucky Block Mod Survival Game PE - Pocket Edition,111525888,0.99,272,4.0,12+,Games,1
5575,Clash Playbook: Plan Attacks for Clash of Clans,50597888,0.99,0,0.0,4+,Utilities,3
5576,Retro City Rampage DX,15611904,4.99,68,4.5,12+,Games,5
5577,Masks - MSQRD Edition,13214720,0.99,0,0.0,9+,Photo & Video,1
5578,Skippy Box,80876544,0.0,130,4.5,4+,Games,1
5579,ThemeOut,91664384,0.0,612,2.5,4+,Utilities,1
5580,Pupoji - Cute Dog Emoji Keyboard Puppy Face Emojis,61040640,0.99,0,0.0,4+,Entertainment,1
5581,Hexavoid,89885696,0.0,386,4.5,4+,Games,1
5582,Devil Tower 2,101798912,0.99,0,0.0,9+,Games,2
5583,Flippy - Star in famous clips!,85392384,0.99,134,4.0,12+,Photo & Video,11
5584,"人気の動画まとめてみた。""for YouTube""",8467456,0.0,0,0.0,17+,Entertainment,2
5585,Go Surf - The Endless Wave Runner,228620288,0.0,68,4.0,9+,Games,1
5586,Heavy Metal Emoji Keyboard,62248960,0.99,51,3.5,17+,Entertainment,1
5587,Restaurant DASH with Gordon Ramsay,174926848,0.0,21804,4.5,9+,Games,11
5588,【謎解き】自称カノジョからの病みすぎメッセージ,16397312,0.0,1,4.0,4+,Book,1
5589,おかんからのメッセ - ほのぼの謎解きゲーム,30749696,0.0,1,5.0,4+,Book,2
5590,箱庭シティ鉄道,210575360,5.99,0,0.0,4+,Games,1
5591,Escape Alice House2,56381440,0.0,8,4.5,4+,Games,2
5592,Super Slime Blitz – Gumball Endless Arcade Climber,338222080,0.0,668,4.5,4+,Games,1
5593,Fold+,55095296,1.99,4,3.5,4+,Games,1
5594,Talking Tom Gold Run: Fun & Endless Running Game,202542080,0.0,18733,4.5,4+,Games,13
5595,ドリブルの達人,20414464,0.0,0,0.0,4+,Games,2
5596,非诚勿扰-中国最大免费婚恋交友平台,12932096,0.0,3,3.5,17+,Social Networking,1
5597,小学館 オックスフォード 英語コロケーション辞典,72013824,22.99,0,0.0,4+,Reference,2
5598,Great App for Who is Your Daddy version,22635520,0.99,103,1.5,12+,Reference,1
5599,洋葱圈—正经人的不正经聊天工具,101316608,0.0,0,0.0,12+,Social Networking,1
5600,Shield Designer for Minecraft,20526080,0.99,17,2.5,4+,Games,1
5601,Activity++,2604032,2.99,131,4.5,4+,Health & Fitness,5
5602,心の美男美女診断,15053824,0.0,0,0.0,17+,Entertainment,1
5603,VR Roller Coaster,240964608,0.0,67,3.5,4+,Games,1
5604,Live.me – Live Video Chat & Make Friends Nearby,163832832,0.0,14724,4.5,17+,Social Networking,9
5605,Levels - Addictive Puzzle Game,89965568,0.0,7,4.0,4+,Games,9
